2017:05:30:15:56:59.026,0.05,-0.12,-0.946
2017:05:30:15:56:59.084,0.25,-0.155,-0.929
2017:05:30:15:56:59.143,0.108,-0.158,-0.817
2017:05:30:15:56:59.201,0.094,-0.175,-0.959
2017:05:30:15:56:59.260,0.189,-0.154,-1.024
2017:05:30:15:56:59.318,0.105,-0.164,-1.078
2017:05:30:15:56:59.377,0.017,-0.201,-0.997
2017:05:30:15:56:59.435,0.012,-0.19,-1.047
2017:05:30:15:56:59.493,0.009,-0.19,-0.944
2017:05:30:15:56:59.552,0.103,-0.222,-1.046
2017:05:30:15:56:59.610,0.143,-0.216,-1
2017:05:30:15:56:59.668,0.132,-0.154,-0.893
2017:05:30:15:56:59.727,0.073,-0.19,-0.861
2017:05:30:15:56:59.786,0.238,-0.276,-1.011
2017:05:30:15:56:59.845,0.204,-0.195,-0.953
2017:05:30:15:56:59.902,0.091,-0.171,-0.963
2017:05:30:15:56:59.961,0.34,-0.158,-0.944
2017:05:30:15:57:00.019,0.342,-0.146,-0.95
2017:05:30:15:57:00.078,0.309,-0.233,-1.016
2017:05:30:15:57:00.136,0.19,-0.134,-0.989
2017:05:30:15:57:00.194,0.241,-0.145,-0.978
2017:05:30:15:57:00.253,0.104,-0.148,-0.912
2017:05:30:15:57:00.311,0.031,-0.207,-1.093
2017:05:30:15:57:00.368,0.144,-0.139,-1.037
2017:05:30:15:57:00.428,0.27,-0.149,-1.08
2017:05:30:15:57:00.486,0.094,-0.153,-0.886
2017:05:30:15:57:00.548,0.107,-0.123,-0.883
2017:05:30:15:57:00.603,0.125,-0.174,-0.976
2017:05:30:15:57:00.661,0.305,-0.217,-1.027
2017:05:30:15:57:00.720,0.222,-0.146,-0.995
2017:05:30:15:57:00.778,0.047,-0.197,-1.103
2017:05:30:15:57:00.837,0.165,-0.216,-1.02
2017:05:30:15:57:00.895,0.2,-0.128,-0.891
2017:05:30:15:57:00.953,0.361,-0.176,-0.857
2017:05:30:15:57:01.012,0.373,-0.209,-1.038
2017:05:30:15:57:01.071,0.439,-0.157,-0.991
2017:05:30:15:57:01.129,0.215,-0.161,-1.031
2017:05:30:15:57:01.187,0.251,-0.184,-1.001
2017:05:30:15:57:01.245,0.126,-0.211,-0.955
2017:05:30:15:57:01.303,0.1,-0.208,-0.984
2017:05:30:15:57:01.362,0.11,-0.192,-1.08
2017:05:30:15:57:01.422,0.172,-0.202,-0.847
2017:05:30:15:57:01.478,0.076,-0.102,-0.981
2017:05:30:15:57:01.536,-0.006,-0.165,-0.933
2017:05:30:15:57:01.595,0.137,-0.179,-0.987
2017:05:30:15:57:01.653,0.099,-0.217,-1.072
2017:05:30:15:57:01.712,0.199,-0.231,-1.141
2017:05:30:15:57:01.771,0.125,-0.193,-0.991
2017:05:30:15:57:01.829,0.03,-0.116,-1.033
2017:05:30:15:57:01.887,0.048,-0.105,-0.782
2017:05:30:15:57:01.946,0.293,-0.188,-0.822
2017:05:30:15:57:02.004,0.356,-0.203,-1.015
2017:05:30:15:57:02.063,0.446,-0.128,-0.999
2017:05:30:15:57:02.121,0.346,-0.226,-1.002
2017:05:30:15:57:02.180,0.33,-0.193,-0.988
2017:05:30:15:57:02.238,0.286,-0.146,-0.859
2017:05:30:15:57:02.296,-0.002,-0.234,-0.909
2017:05:30:15:57:02.355,0.371,-0.186,-0.882
2017:05:30:15:57:02.413,0.218,-0.166,-0.975
2017:05:30:15:57:02.473,0.164,-0.179,-0.843
2017:05:30:15:57:02.530,0.355,-0.124,-0.844
2017:05:30:15:57:02.588,0.278,-0.121,-0.871
2017:05:30:15:57:02.646,0.171,-0.194,-0.957
2017:05:30:15:57:02.705,0.11,-0.239,-1.111
2017:05:30:15:57:02.763,0.113,-0.2,-1.151
2017:05:30:15:57:02.822,0.075,-0.174,-0.992
2017:05:30:15:57:02.878,0.1,-0.174,-0.813
2017:05:30:15:57:02.939,0.172,-0.211,-1.003
2017:05:30:15:57:02.997,0.143,-0.196,-0.914
2017:05:30:15:57:03.055,0.479,-0.22,-0.926
2017:05:30:15:57:03.114,0.301,-0.117,-0.854
2017:05:30:15:57:03.172,0.391,-0.164,-0.897
2017:05:30:15:57:03.232,0.238,-0.211,-0.879
2017:05:30:15:57:03.288,0.281,-0.24,-0.931
2017:05:30:15:57:03.346,0.305,-0.184,-0.883
2017:05:30:15:57:03.405,0.231,-0.222,-0.857
2017:05:30:15:57:03.464,0.325,-0.153,-0.852
2017:05:30:15:57:03.522,0.283,-0.154,-0.82
2017:05:30:15:57:03.580,0.274,-0.168,-0.751
2017:05:30:15:57:03.638,0.267,-0.231,-1.046
2017:05:30:15:57:03.696,0.381,-0.155,-0.953
2017:05:30:15:57:03.753,0.156,-0.215,-0.887
2017:05:30:15:57:03.811,0.058,-0.152,-0.907
2017:05:30:15:57:03.870,-0.046,-0.188,-0.866
2017:05:30:15:57:03.928,0.156,-0.129,-1.011
2017:05:30:15:57:03.987,0.318,-0.163,-1.047
2017:05:30:15:57:04.044,0.223,-0.21,-0.887
2017:05:30:15:57:04.103,0.095,-0.192,-0.954
2017:05:30:15:57:04.160,0.176,-0.193,-0.999
2017:05:30:15:57:04.219,0.187,-0.209,-0.916
2017:05:30:15:57:04.277,0.269,-0.253,-0.934
2017:05:30:15:57:04.335,0.154,-0.173,-0.993
2017:05:30:15:57:04.393,0.106,-0.221,-0.94
2017:05:30:15:57:04.452,0.16,-0.171,-0.862
2017:05:30:15:57:04.510,0.158,-0.19,-0.781
2017:05:30:15:57:04.569,0.228,-0.187,-0.941
2017:05:30:15:57:04.626,0.346,-0.185,-0.992
2017:05:30:15:57:04.685,0.347,-0.124,-0.832
2017:05:30:15:57:04.743,0.316,-0.21,-0.971
2017:05:30:15:57:04.801,0.348,-0.245,-0.914
2017:05:30:15:57:04.859,0.154,-0.22,-0.962
2017:05:30:15:57:04.917,0.169,-0.193,-1.013
2017:05:30:15:57:04.975,0.098,-0.126,-0.878
2017:05:30:15:57:05.033,0.224,-0.157,-0.992
2017:05:30:15:57:05.091,0.137,-0.215,-0.966
2017:05:30:15:57:05.150,0.181,-0.181,-1.027
2017:05:30:15:57:05.208,0.213,-0.139,-1.065
2017:05:30:15:57:05.268,0.233,-0.17,-0.951
2017:05:30:15:57:05.326,0.075,-0.187,-0.791
2017:05:30:15:57:05.383,0.152,-0.156,-0.841
2017:05:30:15:57:05.440,0.16,-0.247,-0.88
2017:05:30:15:57:05.499,0.133,-0.18,-1.014
2017:05:30:15:57:05.556,0.241,-0.14,-1.05
2017:05:30:15:57:05.614,0.273,-0.164,-0.971
2017:05:30:15:57:05.672,0.22,-0.17,-0.941
2017:05:30:15:57:05.731,0.309,-0.176,-0.889
2017:05:30:15:57:05.789,0.442,-0.209,-0.985
2017:05:30:15:57:05.848,0.313,-0.193,-0.968
2017:05:30:15:57:05.906,0.272,-0.22,-1.029
2017:05:30:15:57:05.964,0.102,-0.193,-0.832
2017:05:30:15:57:06.022,0.162,-0.102,-0.84
2017:05:30:15:57:06.081,0.275,-0.202,-1.013
2017:05:30:15:57:06.138,0.242,-0.194,-0.947
2017:05:30:15:57:06.196,0.12,-0.246,-0.917
2017:05:30:15:57:06.254,0.069,-0.1,-0.89
2017:05:30:15:57:06.312,0.108,-0.164,-0.902
2017:05:30:15:57:06.372,0.045,-0.184,-0.982
2017:05:30:15:57:06.429,0.06,-0.179,-1.122
2017:05:30:15:57:06.487,0,-0.225,-1.141
2017:05:30:15:57:06.545,0.154,-0.094,-1.108
2017:05:30:15:57:06.603,-0.176,-0.181,-0.628
2017:05:30:15:57:06.661,-0.243,-0.239,-1.094
2017:05:30:15:57:06.719,0.544,-0.27,-1.326
2017:05:30:15:57:06.778,-0.09,-0.2,-0.952
2017:05:30:15:57:06.836,0.071,-0.145,-1.21
2017:05:30:15:57:06.894,0.203,-0.213,-0.793
2017:05:30:15:57:06.952,0.044,-0.251,-0.871
2017:05:30:15:57:07.011,0.031,-0.191,-0.899
2017:05:30:15:57:07.068,0.318,-0.132,-0.934
2017:05:30:15:57:07.127,0.271,-0.112,-0.855
2017:05:30:15:57:07.185,0.319,-0.18,-0.933
2017:05:30:15:57:07.243,0.326,-0.154,-0.881
2017:05:30:15:57:07.301,0.173,-0.244,-0.962
2017:05:30:15:57:07.360,0.302,-0.206,-1.138
2017:05:30:15:57:07.420,0.089,-0.176,-0.904
2017:05:30:15:57:07.477,0.214,-0.219,-1.047
2017:05:30:15:57:07.536,0.038,-0.197,-0.913
2017:05:30:15:57:07.593,0.172,-0.183,-1.06
2017:05:30:15:57:07.651,0.111,-0.195,-1.091
2017:05:30:15:57:07.710,0.218,-0.142,-1.01
2017:05:30:15:57:07.768,0.086,-0.143,-1.096
2017:05:30:15:57:07.826,0.164,-0.188,-0.93
2017:05:30:15:57:07.885,0.002,-0.091,-1.042
2017:05:30:15:57:07.943,0.008,-0.23,-0.997
2017:05:30:15:57:08.002,0.229,-0.252,-1.121
2017:05:30:15:57:08.060,0.025,-0.192,-0.869
2017:05:30:15:57:08.119,0.281,-0.176,-0.88
2017:05:30:15:57:08.178,0.268,-0.166,-0.752
2017:05:30:15:57:08.235,0.43,-0.129,-1.03
2017:05:30:15:57:08.294,0.382,-0.24,-1.126
2017:05:30:15:57:08.352,0.101,-0.194,-0.962
2017:05:30:15:57:08.410,0.165,-0.136,-1
2017:05:30:15:57:08.470,0.371,-0.212,-0.968
2017:05:30:15:57:08.527,0.159,-0.233,-0.828
2017:05:30:15:57:08.586,0.318,-0.27,-0.862
2017:05:30:15:57:08.644,0.012,-0.171,-1.069
2017:05:30:15:57:08.702,0.143,-0.192,-0.96
2017:05:30:15:57:08.761,0.29,-0.15,-1.093
2017:05:30:15:57:08.819,0.025,-0.156,-0.862
2017:05:30:15:57:08.878,0.008,-0.171,-0.974
2017:05:30:15:57:08.936,0.092,-0.259,-0.995
2017:05:30:15:57:08.994,0.152,-0.236,-1.038
2017:05:30:15:57:09.052,-0.073,-0.229,-0.999
2017:05:30:15:57:09.110,0.044,-0.182,-0.956
2017:05:30:15:57:09.169,0.033,-0.122,-0.916
2017:05:30:15:57:09.227,0.218,-0.172,-1.012
2017:05:30:15:57:09.286,0.22,-0.217,-0.969
2017:05:30:15:57:09.347,0.279,-0.175,-0.949
2017:05:30:15:57:09.402,0.249,-0.14,-0.942
2017:05:30:15:57:09.462,0.19,-0.248,-0.976
2017:05:30:15:57:09.520,0.162,-0.209,-0.872
2017:05:30:15:57:09.578,0.313,-0.187,-0.993
2017:05:30:15:57:09.636,0.162,-0.253,-0.921
2017:05:30:15:57:09.696,0.403,-0.157,-0.858
2017:05:30:15:57:09.753,0.263,-0.124,-0.885
2017:05:30:15:57:09.811,0.187,-0.136,-0.941
2017:05:30:15:57:09.870,0.434,-0.142,-1.017
2017:05:30:15:57:09.929,0.219,-0.206,-1.044
2017:05:30:15:57:09.987,0.274,-0.243,-1.257
2017:05:30:15:57:10.046,-0.058,-0.157,-0.961
2017:05:30:15:57:10.104,-0.126,-0.182,-0.977
2017:05:30:15:57:10.162,0.086,-0.19,-0.94
2017:05:30:15:57:10.221,0.076,-0.272,-0.94
2017:05:30:15:57:10.282,0.17,-0.209,-0.985
2017:05:30:15:57:10.336,0.299,-0.238,-1.031
2017:05:30:15:57:10.396,0.292,-0.166,-1.096
2017:05:30:15:57:10.454,0.242,-0.232,-0.918
2017:05:30:15:57:10.512,0.386,-0.187,-0.838
2017:05:30:15:57:10.572,0.35,-0.209,-0.924
2017:05:30:15:57:10.632,0.309,-0.226,-0.943
2017:05:30:15:57:10.688,0.15,-0.164,-0.981
2017:05:30:15:57:10.747,0.215,-0.204,-1.079
2017:05:30:15:57:10.804,0.086,-0.16,-0.778
2017:05:30:15:57:10.862,0.08,-0.238,-1.02
2017:05:30:15:57:10.921,0.033,-0.148,-0.994
2017:05:30:15:57:10.979,0.14,-0.2,-0.971
2017:05:30:15:57:11.038,0.039,-0.128,-0.845
2017:05:30:15:57:11.098,0.276,-0.13,-1.021
2017:05:30:15:57:11.155,0.175,-0.184,-0.911
2017:05:30:15:57:11.214,0.108,-0.231,-1.024
2017:05:30:15:57:11.271,0.238,-0.192,-0.932
2017:05:30:15:57:11.330,0.21,-0.234,-0.786
2017:05:30:15:57:11.388,0.285,-0.223,-1.082
2017:05:30:15:57:11.447,0.109,-0.176,-0.894
2017:05:30:15:57:11.507,0.284,-0.199,-0.949
2017:05:30:15:57:11.563,0.189,-0.21,-0.854
2017:05:30:15:57:11.624,0.317,-0.088,-0.953
2017:05:30:15:57:11.680,0.258,-0.157,-0.923
2017:05:30:15:57:11.739,0.249,-0.268,-1.063
2017:05:30:15:57:11.797,0.205,-0.182,-1.02
2017:05:30:15:57:11.855,0.09,-0.23,-1.069
2017:05:30:15:57:11.914,0.122,-0.149,-0.913
2017:05:30:15:57:11.972,0.066,-0.153,-0.884
2017:05:30:15:57:12.031,0.245,-0.209,-1.07
2017:05:30:15:57:12.089,0.112,-0.178,-0.885
2017:05:30:15:57:12.147,0.259,-0.161,-1.043
2017:05:30:15:57:12.206,0.191,-0.183,-1.231
2017:05:30:15:57:12.264,0.04,-0.172,-0.862
2017:05:30:15:57:12.322,-0.015,-0.251,-0.982
2017:05:30:15:57:12.381,0.152,-0.232,-0.996
2017:05:30:15:57:12.439,-0.08,-0.202,-0.81
2017:05:30:15:57:12.497,-0.062,-0.24,-1.068
2017:05:30:15:57:12.556,0.063,-0.134,-0.914
2017:05:30:15:57:12.614,0.137,-0.212,-0.93
2017:05:30:15:57:12.674,0.389,-0.229,-1.09
2017:05:30:15:57:12.731,0.11,-0.195,-1.007
2017:05:30:15:57:12.790,0.178,-0.117,-0.88
2017:05:30:15:57:12.848,0.109,-0.191,-0.956
2017:05:30:15:57:12.906,0.15,-0.192,-0.97
2017:05:30:15:57:12.965,0.163,-0.165,-1.002
2017:05:30:15:57:13.023,0.225,-0.205,-1.082
2017:05:30:15:57:13.081,0.057,-0.199,-0.949
2017:05:30:15:57:13.139,0.016,-0.25,-0.882
2017:05:30:15:57:13.198,0.132,-0.182,-0.966
2017:05:30:15:57:13.256,0.168,-0.242,-0.904
2017:05:30:15:57:13.315,0.304,-0.178,-1.087
2017:05:30:15:57:13.373,0.176,-0.171,-0.933
2017:05:30:15:57:13.433,0.112,-0.165,-0.783
2017:05:30:15:57:13.490,0.097,-0.206,-0.929
2017:05:30:15:57:13.549,0.212,-0.24,-0.994
2017:05:30:15:57:13.611,0.162,-0.199,-0.929
2017:05:30:15:57:13.665,0.321,-0.164,-0.976
2017:05:30:15:57:13.724,0.183,-0.129,-0.909
2017:05:30:15:57:13.782,0.313,-0.237,-0.969
2017:05:30:15:57:13.840,0.198,-0.142,-1.044
2017:05:30:15:57:13.899,0.118,-0.167,-0.881
2017:05:30:15:57:13.957,0.19,-0.167,-1.016
2017:05:30:15:57:14.016,0.017,-0.212,-0.905
2017:05:30:15:57:14.074,0.152,-0.206,-1.129
2017:05:30:15:57:14.132,0.075,-0.224,-1.081
2017:05:30:15:57:14.191,0.095,-0.125,-0.877
2017:05:30:15:57:14.249,0.055,-0.159,-0.865
2017:05:30:15:57:14.308,0.148,-0.199,-0.899
2017:05:30:15:57:14.366,0.195,-0.236,-1.085
2017:05:30:15:57:14.424,0.074,-0.233,-0.791
2017:05:30:15:57:14.482,0.021,-0.182,-1.033
2017:05:30:15:57:14.541,0.281,-0.124,-0.982
2017:05:30:15:57:14.600,0.169,-0.193,-0.947
2017:05:30:15:57:14.658,0.248,-0.188,-1.18
2017:05:30:15:57:14.719,0.275,-0.148,-1.107
2017:05:30:15:57:14.776,0.114,-0.145,-1.033
2017:05:30:15:57:14.833,0.164,-0.224,-1.047
2017:05:30:15:57:14.892,0.119,-0.248,-0.98
2017:05:30:15:57:14.950,0.021,-0.185,-0.954
2017:05:30:15:57:15.009,-0.079,-0.141,-0.991
2017:05:30:15:57:15.067,0.146,-0.193,-0.954
2017:05:30:15:57:15.125,0.117,-0.136,-0.904
2017:05:30:15:57:15.184,0.162,-0.217,-1.058
2017:05:30:15:57:15.242,0.185,-0.223,-1.115
2017:05:30:15:57:15.300,0.003,-0.169,-1.1
2017:05:30:15:57:15.359,0.143,-0.161,-0.903
2017:05:30:15:57:15.417,0.252,-0.207,-1.011
2017:05:30:15:57:15.476,0.346,-0.224,-0.907
2017:05:30:15:57:15.533,0.182,-0.229,-0.846
2017:05:30:15:57:15.592,0.196,-0.18,-0.935
2017:05:30:15:57:15.650,0.343,-0.196,-1.038
2017:05:30:15:57:15.708,0.551,-0.148,-1.076
2017:05:30:15:57:15.767,0.341,-0.183,-0.847
2017:05:30:15:57:15.827,0.168,-0.152,-0.991
2017:05:30:15:57:15.884,0.241,-0.109,-0.927
2017:05:30:15:57:15.943,0.059,-0.252,-0.793
2017:05:30:15:57:16.001,0.254,-0.243,-0.892
2017:05:30:15:57:16.060,0.321,-0.285,-0.916
2017:05:30:15:57:16.118,0.265,-0.186,-0.886
2017:05:30:15:57:16.177,0.221,-0.205,-0.81
2017:05:30:15:57:16.235,0.101,-0.105,-0.767
2017:05:30:15:57:16.293,0.348,-0.242,-0.849
2017:05:30:15:57:16.352,0.467,-0.118,-0.947
2017:05:30:15:57:16.410,0.283,-0.162,-0.912
2017:05:30:15:57:16.468,0.255,-0.234,-1.166
2017:05:30:15:57:16.527,0.234,-0.177,-0.957
2017:05:30:15:57:16.585,0.059,-0.194,-0.983
2017:05:30:15:57:16.643,0.32,-0.222,-0.909
2017:05:30:15:57:16.702,0.125,-0.235,-0.888
2017:05:30:15:57:16.760,0.064,-0.123,-0.883
2017:05:30:15:57:16.819,0.147,-0.213,-0.814
2017:05:30:15:57:16.879,0.192,-0.157,-1.023
2017:05:30:15:57:16.936,0.133,-0.232,-0.886
2017:05:30:15:57:16.994,0.416,-0.155,-0.945
2017:05:30:15:57:17.052,0.186,-0.088,-0.973
2017:05:30:15:57:17.110,0.11,-0.231,-1.064
2017:05:30:15:57:17.169,-0.025,-0.208,-0.935
2017:05:30:15:57:17.228,-0.014,-0.168,-0.885
2017:05:30:15:57:17.287,0.104,-0.215,-0.946
2017:05:30:15:57:17.344,0.033,-0.205,-0.969
2017:05:30:15:57:17.403,-0.023,-0.2,-0.814
2017:05:30:15:57:17.461,0.21,-0.203,-0.984
2017:05:30:15:57:17.520,0.097,-0.136,-0.897
2017:05:30:15:57:17.579,0.161,-0.138,-0.932
2017:05:30:15:57:17.636,0.39,-0.11,-1.136
2017:05:30:15:57:17.695,0.27,-0.256,-1.264
2017:05:30:15:57:17.753,0.285,-0.233,-1.069
2017:05:30:15:57:17.810,0.032,-0.163,-0.802
2017:05:30:15:57:17.871,-0.02,-0.164,-0.894
2017:05:30:15:57:17.929,0.182,-0.147,-0.817
2017:05:30:15:57:17.987,0.165,-0.187,-0.932
2017:05:30:15:57:18.045,0.244,-0.161,-1.026
2017:05:30:15:57:18.104,0.455,-0.168,-1.02
2017:05:30:15:57:18.162,0.174,-0.209,-0.775
2017:05:30:15:57:18.220,0.205,-0.103,-1.036
2017:05:30:15:57:18.279,0.364,-0.14,-1
2017:05:30:15:57:18.337,0.23,-0.193,-1.05
2017:05:30:15:57:18.396,0.255,-0.248,-1.042
2017:05:30:15:57:18.458,0.237,-0.098,-1.024
2017:05:30:15:57:18.512,0.282,-0.241,-1.008
2017:05:30:15:57:18.571,0.234,-0.2,-0.956
2017:05:30:15:57:18.629,0.331,-0.195,-1
2017:05:30:15:57:18.688,0.01,-0.196,-0.818
2017:05:30:15:57:18.746,0.449,-0.119,-0.97
2017:05:30:15:57:18.804,0.246,-0.161,-0.946
2017:05:30:15:57:18.863,0.174,-0.181,-1.094
2017:05:30:15:57:18.921,0.209,-0.091,-1.107
2017:05:30:15:57:18.982,0.013,-0.156,-1.001
2017:05:30:15:57:19.038,0.128,-0.228,-0.961
2017:05:30:15:57:19.097,0.157,-0.185,-0.832
2017:05:30:15:57:19.155,-0.001,-0.228,-0.994
2017:05:30:15:57:19.215,0.091,-0.178,-0.967
2017:05:30:15:57:19.272,0.082,-0.22,-1.013
2017:05:30:15:57:19.331,0.168,-0.129,-1.062
2017:05:30:15:57:19.388,0.285,-0.184,-0.955
2017:05:30:15:57:19.448,-0.036,-0.263,-0.995
2017:05:30:15:57:19.505,0.059,-0.175,-0.987
2017:05:30:15:57:19.564,0.076,-0.125,-0.937
2017:05:30:15:57:19.622,0.076,-0.2,-0.967
2017:05:30:15:57:19.680,0.135,-0.194,-1.027
2017:05:30:15:57:19.739,0.118,-0.15,-0.896
2017:05:30:15:57:19.804,0.029,-0.225,-0.935
2017:05:30:15:57:19.856,0.146,-0.13,-0.79
2017:05:30:15:57:19.914,0.225,-0.186,-0.827
2017:05:30:15:57:19.972,0.198,-0.222,-1.064
2017:05:30:15:57:20.032,0.177,-0.146,-0.955
2017:05:30:15:57:20.089,0.178,-0.164,-1.128
2017:05:30:15:57:20.148,0.192,-0.213,-0.891
2017:05:30:15:57:20.205,0.155,-0.058,-0.915
2017:05:30:15:57:20.264,0.206,-0.223,-0.677
2017:05:30:15:57:20.323,0.447,-0.266,-1.026
2017:05:30:15:57:20.381,0.299,-0.191,-0.963
2017:05:30:15:57:20.440,0.298,-0.178,-0.759
2017:05:30:15:57:20.498,0.125,-0.109,-0.798
2017:05:30:15:57:20.556,0.217,-0.091,-0.981
2017:05:30:15:57:20.616,0.282,-0.175,-0.989
2017:05:30:15:57:20.673,0.295,-0.163,-1.044
2017:05:30:15:57:20.732,0.234,-0.219,-0.967
2017:05:30:15:57:20.790,0.327,-0.228,-0.916
2017:05:30:15:57:20.848,0.288,-0.168,-0.835
2017:05:30:15:57:20.907,0.128,-0.227,-0.825
2017:05:30:15:57:20.965,0.207,-0.207,-0.857
2017:05:30:15:57:21.024,0.185,-0.23,-0.892
2017:05:30:15:57:21.084,0.432,-0.141,-1.024
2017:05:30:15:57:21.141,0.24,-0.172,-0.95
2017:05:30:15:57:21.199,0.17,-0.189,-1.032
2017:05:30:15:57:21.258,0.171,-0.246,-1.023
2017:05:30:15:57:21.316,0.089,-0.195,-0.949
2017:05:30:15:57:21.374,0.236,-0.187,-0.949
2017:05:30:15:57:21.433,0.256,-0.159,-0.865
2017:05:30:15:57:21.491,0.218,-0.18,-0.812
2017:05:30:15:57:21.550,0.317,-0.189,-0.884
2017:05:30:15:57:21.608,0.225,-0.114,-0.889
2017:05:30:15:57:21.666,0.184,-0.192,-1.087
2017:05:30:15:57:21.724,0.262,-0.184,-0.948
2017:05:30:15:57:21.783,0.22,-0.193,-1.171
2017:05:30:15:57:21.841,0.199,-0.197,-1.006
2017:05:30:15:57:21.899,0.118,-0.182,-0.908
2017:05:30:15:57:21.957,0.17,-0.134,-0.804
2017:05:30:15:57:22.017,0.074,-0.202,-0.892
2017:05:30:15:57:22.075,0.239,-0.144,-0.956
2017:05:30:15:57:22.135,0.177,-0.135,-1.049
2017:05:30:15:57:22.192,0.332,-0.221,-0.81
2017:05:30:15:57:22.251,0.198,-0.238,-0.905
2017:05:30:15:57:22.308,0.031,-0.175,-0.888
2017:05:30:15:57:22.367,-0.029,-0.166,-0.873
2017:05:30:15:57:22.425,0.307,-0.119,-1.003
2017:05:30:15:57:22.484,0.235,-0.193,-0.881
2017:05:30:15:57:22.542,0.336,-0.21,-1.048
2017:05:30:15:57:22.600,0.235,-0.164,-0.747
2017:05:30:15:57:22.659,0.245,-0.196,-0.834
2017:05:30:15:57:22.717,0.22,-0.233,-1.038
2017:05:30:15:57:22.774,0.203,-0.213,-0.907
2017:05:30:15:57:22.834,0.252,-0.161,-0.723
2017:05:30:15:57:22.892,0.212,-0.213,-1.018
2017:05:30:15:57:22.950,0.266,-0.213,-0.853
2017:05:30:15:57:23.009,0.048,-0.2,-1.086
2017:05:30:15:57:23.068,0.2,-0.17,-0.999
2017:05:30:15:57:23.126,0.124,-0.134,-0.723
2017:05:30:15:57:23.186,0.322,-0.191,-0.863
2017:05:30:15:57:23.243,0.217,-0.181,-0.88
2017:05:30:15:57:23.301,0.179,-0.202,-0.91
2017:05:30:15:57:23.360,0.19,-0.175,-1.05
2017:05:30:15:57:23.418,0.138,-0.148,-1.068
2017:05:30:15:57:23.478,0.012,-0.114,-0.786
2017:05:30:15:57:23.535,-0.063,-0.139,-0.776
2017:05:30:15:57:23.593,0.187,-0.264,-0.953
2017:05:30:15:57:23.651,0.154,-0.214,-1.153
2017:05:30:15:57:23.710,0.193,-0.143,-0.999
2017:05:30:15:57:23.789,0.12,-0.2,-0.77
2017:05:30:15:57:23.817,0.124,-0.216,-1.068
2017:05:30:15:57:23.855,0.147,-0.237,-0.817
2017:05:30:15:57:23.885,0.121,-0.188,-1.097
2017:05:30:15:57:23.914,-0.007,-0.146,-0.696
2017:05:30:15:57:23.953,0.212,-0.142,-0.86
2017:05:30:15:57:23.982,0.171,-0.248,-0.938
2017:05:30:15:57:24.021,0.133,-0.198,-1.019
2017:05:30:15:57:24.051,0.093,-0.214,-0.884
2017:05:30:15:57:24.080,0.063,-0.166,-1.019
2017:05:30:15:57:24.118,0.103,-0.227,-0.827
2017:05:30:15:57:24.148,0.466,-0.182,-1.033
2017:05:30:15:57:24.214,0.295,-0.189,-1.022
2017:05:30:15:57:24.265,0.189,-0.229,-1.041
2017:05:30:15:57:24.323,0.238,-0.137,-1.006
2017:05:30:15:57:24.381,0.186,-0.259,-0.794
2017:05:30:15:57:24.450,0.126,-0.223,-1.066
2017:05:30:15:57:24.498,0.162,-0.202,-1.088
2017:05:30:15:57:24.556,0.218,-0.233,-0.864
2017:05:30:15:57:24.615,0.355,-0.149,-0.87
2017:05:30:15:57:24.673,0.274,-0.203,-0.949
2017:05:30:15:57:24.732,0.362,-0.191,-1.069
2017:05:30:15:57:24.791,0.049,-0.183,-0.882
2017:05:30:15:57:24.848,-0.032,-0.204,-0.983
2017:05:30:15:57:24.907,0.172,-0.261,-1.011
2017:05:30:15:57:24.965,0.078,-0.17,-0.93
2017:05:30:15:57:25.025,0.127,-0.184,-0.971
2017:05:30:15:57:25.082,0.106,-0.111,-0.897
2017:05:30:15:57:25.140,0.42,-0.14,-1.035
2017:05:30:15:57:25.199,0.196,-0.158,-0.998
2017:05:30:15:57:25.258,0.136,-0.206,-0.853
2017:05:30:15:57:25.316,-0.042,-0.221,-0.978
2017:05:30:15:57:25.374,0.187,-0.224,-1.123
2017:05:30:15:57:25.432,0.097,-0.109,-0.95
2017:05:30:15:57:25.492,0.097,-0.234,-0.878
2017:05:30:15:57:25.549,0.095,-0.192,-1.019
2017:05:30:15:57:25.608,0.139,-0.219,-0.831
2017:05:30:15:57:25.666,0.249,-0.162,-1.067
2017:05:30:15:57:25.725,0.264,-0.155,-1.038
2017:05:30:15:57:25.783,0.164,-0.105,-1.04
2017:05:30:15:57:25.841,0.153,-0.182,-1.025
2017:05:30:15:57:25.900,0.248,-0.215,-0.847
2017:05:30:15:57:25.959,0.183,-0.259,-0.913
2017:05:30:15:57:26.018,0.041,-0.221,-1.071
2017:05:30:15:57:26.075,0.125,-0.08,-0.85
2017:05:30:15:57:26.134,0.085,-0.179,-0.972
2017:05:30:15:57:26.193,0.142,-0.125,-0.865
2017:05:30:15:57:26.251,0.178,-0.198,-0.877
2017:05:30:15:57:26.310,0.159,-0.137,-1.136
2017:05:30:15:57:26.367,0.224,-0.182,-1.196
2017:05:30:15:57:26.426,0.013,-0.168,-0.925
2017:05:30:15:57:26.483,-0.045,-0.184,-0.776
2017:05:30:15:57:26.542,0.024,-0.28,-0.911
2017:05:30:15:57:26.600,0.11,-0.182,-1.026
2017:05:30:15:57:26.659,0.15,-0.21,-1.046
2017:05:30:15:57:26.717,0.151,-0.202,-1.091
2017:05:30:15:57:26.777,0.365,-0.172,-1.07
2017:05:30:15:57:26.835,0.297,-0.159,-0.777
