X-Axis,Y-Axis,Z-Axis
-0.576,0.004,-0.861
-0.604,0.016,-0.834
-0.495,0.008,-0.805
-0.64,0.013,-0.862
-0.505,0.009,-0.79
-0.616,0.001,-0.868
-0.544,0.016,-0.799
-0.536,-0.001,-0.83
-0.626,0.019,-0.84
-0.481,0.009,-0.782
-0.631,0.007,-0.878
-0.536,0.013,-0.799
-0.539,-0.001,-0.838
-0.623,0.018,-0.841
-0.492,0.007,-0.796
-0.64,0.011,-0.86
-0.5,0.011,-0.782
-0.615,-0.002,-0.877
-0.559,0.015,-0.813
-0.548,0.003,-0.85
-0.607,0.019,-0.834
-0.501,0.006,-0.813
-0.639,0.016,-0.85
-0.494,0.009,-0.779
-0.611,0.004,-0.871
-0.564,0.011,-0.819
-0.524,0.005,-0.828
-0.622,0.018,-0.845
-0.482,0.005,-0.779
-0.623,0.008,-0.86
-0.539,0.014,-0.809
-0.554,0.004,-0.857
-0.607,0.018,-0.831
-0.487,0.008,-0.789
-0.641,0.007,-0.868
-0.519,0.008,-0.8
-0.583,0.001,-0.864
-0.588,0.016,-0.83
-0.517,0.004,-0.829
-0.628,0.017,-0.845
-0.483,0.009,-0.775
-0.624,0.006,-0.871
-0.549,0.011,-0.807
-0.54,0.001,-0.841
-0.61,0.02,-0.838
-0.482,0.005,-0.787
-0.634,0.009,-0.865
-0.526,0.012,-0.8
-0.567,0,-0.862
-0.601,0.016,-0.832
-0.493,0.008,-0.806
-0.645,0.01,-0.866
-0.518,0.011,-0.799
-0.596,0.001,-0.867
-0.568,0.017,-0.819
-0.512,0.006,-0.828
-0.621,0.015,-0.852
-0.495,0.008,-0.789
-0.608,-0.001,-0.877
-0.576,0.019,-0.823
-0.504,0.001,-0.814
-0.628,0.017,-0.857
-0.5,0.008,-0.799
-0.593,0,-0.872
-0.592,0.017,-0.836
-0.488,0,-0.808
-0.637,0.012,-0.863
-0.516,0.014,-0.798
-0.578,0.001,-0.872
-0.596,0.019,-0.832
-0.503,0.004,-0.822
-0.638,0.013,-0.859
-0.494,0.007,-0.794
-0.629,0.006,-0.873
-0.536,0.016,-0.808
-0.556,0.002,-0.858
-0.588,0.019,-0.828
-0.504,0.01,-0.812
-0.639,0.016,-0.858
-0.49,0.006,-0.787
-0.63,0.007,-0.869
-0.537,0.015,-0.806
-0.555,0.001,-0.857
-0.611,0.019,-0.838
-0.485,0.007,-0.803
-0.65,0.009,-0.866
-0.51,0.009,-0.795
-0.595,0.005,-0.861
-0.563,0.016,-0.819
-0.513,0.008,-0.831
-0.64,0.015,-0.85
-0.486,0.009,-0.783
-0.624,0.006,-0.873
-0.532,0.015,-0.799
-0.559,0.005,-0.853
-0.603,0.017,-0.833
-0.505,-0.001,-0.824
-0.635,0.017,-0.847
-0.493,0.008,-0.783
-0.624,0.007,-0.871
-0.544,0.01,-0.809
-0.538,0.005,-0.842
-0.626,0.019,-0.849
-0.487,0.012,-0.795
-0.636,0.012,-0.861
-0.505,0.015,-0.784
-0.597,0.002,-0.87
-0.567,0.02,-0.817
-0.513,0.006,-0.823
-0.63,0.018,-0.848
-0.475,0.006,-0.776
-0.634,0.006,-0.866
-0.519,0.02,-0.793
-0.587,0.006,-0.863
-0.592,0.018,-0.83
-0.505,0.005,-0.819
-0.643,0.017,-0.856
-0.475,0.007,-0.777
-0.636,0.007,-0.87
-0.523,0.019,-0.795
-0.57,0.002,-0.859
-0.586,0.021,-0.821
-0.505,0.004,-0.806
-0.64,0.014,-0.854
-0.479,0.006,-0.783
-0.637,0.007,-0.871
-0.546,0.011,-0.806
-0.557,-0.003,-0.859
-0.601,0.022,-0.828
-0.491,0.005,-0.796
-0.649,0.012,-0.869
-0.516,0.008,-0.794
-0.57,0.003,-0.853
-0.597,0.02,-0.834
-0.503,0.008,-0.813
-0.644,0.016,-0.86
-0.498,0.014,-0.786
-0.592,0.001,-0.868
-0.575,0.017,-0.814
-0.519,0.002,-0.83
-0.619,0.018,-0.841
-0.486,0.008,-0.792
-0.639,0.011,-0.854
-0.499,0.012,-0.786
-0.601,0.005,-0.868
-0.573,0.02,-0.817
-0.521,0.007,-0.819
-0.645,0.016,-0.853
-0.497,0.004,-0.785
-0.615,0.005,-0.867
-0.563,0.017,-0.808
-0.526,0,-0.838
-0.613,0.023,-0.828
-0.487,0.005,-0.798
-0.644,0.013,-0.862
-0.488,0.008,-0.781
-0.615,0.006,-0.863
-0.544,0.015,-0.811
-0.561,0.002,-0.859
-0.614,0.018,-0.841
-0.492,0.005,-0.8
-0.635,0.008,-0.865
-0.528,0.009,-0.801
-0.552,0.003,-0.843
-0.622,0.019,-0.844
-0.473,0.008,-0.781
-0.627,0.009,-0.867
-0.541,0.016,-0.802
-0.541,0.001,-0.851
-0.607,0.018,-0.827
-0.492,0.001,-0.801
-0.638,0.012,-0.859
-0.493,0.012,-0.786
-0.613,0,-0.877
-0.557,0.017,-0.814
-0.544,-0.002,-0.855
-0.616,0.02,-0.84
-0.503,0.009,-0.8
-0.633,0.003,-0.875
-0.562,0.021,-0.801
-0.526,0.002,-0.83
-0.629,0.021,-0.845
-0.488,0.008,-0.791
-0.637,0.004,-0.874
-0.524,0.02,-0.797
-0.568,0.001,-0.86
-0.592,0.024,-0.819
-0.495,0.006,-0.802
-0.642,0.015,-0.857
-0.491,0.01,-0.781
-0.62,0.002,-0.866
-0.537,0.015,-0.805
-0.564,-0.001,-0.863
-0.604,0.017,-0.836
-0.495,0.007,-0.81
-0.642,0.011,-0.859
-0.505,0.013,-0.789
-0.605,0.002,-0.866
-0.584,0.014,-0.825
-0.512,0.002,-0.829
-0.628,0.019,-0.842
-0.486,0.01,-0.78
-0.609,0.005,-0.869
-0.564,0.017,-0.812
-0.511,0.006,-0.821
-0.638,0.019,-0.852
-0.484,0.008,-0.79
-0.627,0.003,-0.86
-0.526,0.014,-0.8
-0.581,-0.001,-0.874
-0.592,0.017,-0.824
-0.501,0.005,-0.816
-0.638,0.018,-0.853
-0.489,0.011,-0.789
-0.631,0.006,-0.865
-0.532,0.014,-0.801
-0.567,0.001,-0.858
-0.601,0.018,-0.823
-0.488,0.002,-0.802
-0.636,0.016,-0.852
-0.492,0.007,-0.786
-0.626,0.004,-0.872
-0.555,0.015,-0.807
-0.532,0,-0.842
-0.619,0.019,-0.836
-0.487,0.008,-0.789
-0.637,0.008,-0.869
-0.517,0.011,-0.795
-0.568,0.005,-0.853
-0.598,0.019,-0.833
-0.492,0.01,-0.805
-0.636,0.012,-0.853
-0.502,0.016,-0.786
-0.608,0.002,-0.872
-0.563,0.017,-0.813
-0.514,0.002,-0.821
-0.638,0.019,-0.851
-0.481,0.007,-0.782
-0.611,0.005,-0.861
-0.563,0.015,-0.811
-0.528,0.001,-0.838
-0.628,0.018,-0.843
-0.496,0.01,-0.792
-0.627,0.002,-0.871
-0.542,0.012,-0.803
-0.533,0.003,-0.839
-0.626,0.019,-0.843
-0.497,0.011,-0.796
-0.624,0.007,-0.86
-0.546,0.015,-0.809
-0.534,0.003,-0.84
-0.629,0.019,-0.846
-0.478,0.012,-0.782
-0.626,0.006,-0.876
-0.563,0.012,-0.822
-0.511,0.003,-0.833
-0.628,0.02,-0.846
-0.484,0.006,-0.791
-0.632,0.007,-0.859
-0.518,0.011,-0.794
-0.585,0,-0.873
-0.589,0.015,-0.827
-0.498,0.007,-0.815
-0.641,0.014,-0.86
-0.502,0.007,-0.793
-0.597,0.006,-0.859
-0.573,0.018,-0.821
-0.512,0.008,-0.824
-0.624,0.017,-0.844
-0.479,0.011,-0.777
-0.634,0.005,-0.878
-0.534,0.015,-0.799
-0.558,0,-0.85
-0.59,0.022,-0.825
-0.493,0.006,-0.801
-0.648,0.01,-0.858
-0.518,0.01,-0.795
-0.588,-0.001,-0.873
-0.592,0.018,-0.821
-0.48,0.005,-0.799
-0.652,0.013,-0.864
-0.517,0.011,-0.797
-0.598,0.001,-0.867
-0.569,0.017,-0.813
-0.513,0.002,-0.833
-0.626,0.019,-0.836
-0.478,0.006,-0.785
-0.641,0.007,-0.867
-0.51,0.009,-0.793
-0.593,0.003,-0.857
-0.566,0.016,-0.817
-0.518,0.004,-0.83
-0.641,0.015,-0.853
-0.489,0.007,-0.781
-0.626,0.003,-0.878
-0.536,0.012,-0.8
-0.545,0.005,-0.848
-0.615,0.019,-0.84
-0.497,0.009,-0.803
-0.635,0.008,-0.854
-0.495,0.012,-0.78
-0.609,0.002,-0.874
-0.565,0.016,-0.811
-0.525,-0.002,-0.829
-0.615,0.016,-0.841
-0.498,0.003,-0.805
-0.644,0.013,-0.862
-0.503,0.008,-0.784
-0.589,0.003,-0.869
-0.58,0.017,-0.821
-0.508,0.009,-0.819
-0.643,0.017,-0.853
-0.483,0.011,-0.782
-0.631,0.007,-0.861
-0.526,0.014,-0.798
-0.57,0,-0.859
-0.593,0.021,-0.824
-0.494,0.006,-0.802
-0.636,0.018,-0.852
-0.492,0.005,-0.787
-0.624,0.006,-0.865
-0.546,0.009,-0.809
-0.554,0.002,-0.856
-0.608,0.018,-0.832
-0.488,0.007,-0.795
-0.649,0.012,-0.869
-0.51,0.008,-0.791
-0.6,0.001,-0.868
-0.577,0.017,-0.822
-0.516,0.001,-0.833
-0.625,0.02,-0.838
-0.481,0.004,-0.786
-0.637,0.007,-0.865
-0.516,0.009,-0.794
-0.591,0.004,-0.863
-0.573,0.014,-0.821
-0.52,0.003,-0.836
-0.631,0.019,-0.845
-0.48,0.011,-0.785
-0.643,0.012,-0.866
-0.514,0.01,-0.794
-0.597,0.001,-0.866
-0.572,0.018,-0.816
-0.501,0.009,-0.808
-0.635,0.014,-0.854
-0.496,0.015,-0.783
-0.607,0.001,-0.874
-0.566,0.017,-0.815
-0.516,0.003,-0.827
-0.632,0.02,-0.847
-0.487,0.006,-0.788
-0.63,0.006,-0.862
-0.539,0.011,-0.806
-0.57,-0.003,-0.864
-0.6,0.02,-0.825
-0.495,0.008,-0.804
-0.643,0.018,-0.854
-0.493,0.011,-0.784
-0.621,0.003,-0.866
-0.54,0.019,-0.803
-0.563,0.002,-0.856
-0.596,0.017,-0.825
-0.486,0.004,-0.799
-0.641,0.013,-0.851
-0.493,0.006,-0.782
-0.622,0.004,-0.867
-0.538,0.019,-0.8
-0.549,0.001,-0.853
-0.61,0.015,-0.831
-0.514,0.007,-0.82
-0.645,0.011,-0.859
-0.481,0.007,-0.784
-0.634,0.011,-0.862
-0.51,0.015,-0.789
-0.597,0.004,-0.865
-0.564,0.018,-0.813
-0.538,-0.002,-0.839
-0.627,0.016,-0.844
-0.478,0.003,-0.789
-0.637,0.015,-0.856
-0.507,0.009,-0.789
-0.6,0.008,-0.876
-0.578,0.011,-0.818
-0.514,0.004,-0.825
-0.639,0.018,-0.852
-0.483,0.009,-0.783
-0.628,0.01,-0.849
-0.505,0.013,-0.789
-0.595,0.006,-0.867
-0.566,0.019,-0.818
-0.518,0.007,-0.831
-0.633,0.017,-0.85
-0.49,0.01,-0.791
-0.634,0.01,-0.854
-0.499,0.012,-0.784
-0.606,0.005,-0.877
-0.575,0.014,-0.823
-0.521,0.008,-0.835
-0.637,0.012,-0.847
-0.491,0.006,-0.785
-0.609,0.007,-0.855
-0.559,0.013,-0.817
-0.543,0.005,-0.85
-0.621,0.022,-0.842
-0.478,0.01,-0.779
-0.627,0.004,-0.866
-0.542,0.017,-0.804
-0.55,0.001,-0.851
-0.613,0.023,-0.833
-0.489,0.005,-0.794
-0.63,0.012,-0.848
-0.502,0.011,-0.787
-0.589,0.004,-0.868
-0.596,0.015,-0.833
-0.509,0.003,-0.819
-0.644,0.008,-0.863
-0.498,0.01,-0.786
-0.589,0.004,-0.859
-0.583,0.02,-0.821
-0.517,0,-0.833
-0.626,0.019,-0.843
-0.481,0.008,-0.782
-0.628,0.005,-0.869
-0.542,0.015,-0.807
-0.548,0.004,-0.85
-0.61,0.022,-0.831
-0.491,0.004,-0.795
-0.639,0.011,-0.858
-0.512,0.01,-0.79
-0.58,0.003,-0.866
-0.594,0.02,-0.823
-0.495,0.006,-0.806
-0.647,0.015,-0.855
-0.496,0.012,-0.787
-0.618,0.004,-0.862
-0.546,0.015,-0.808
-0.551,0.001,-0.855
-0.614,0.02,-0.831
-0.479,0.003,-0.789
-0.641,0.01,-0.856
-0.5,0.008,-0.788
-0.604,0.006,-0.865
-0.562,0.014,-0.815
-0.54,0.002,-0.849
-0.614,0.018,-0.831
-0.482,0.005,-0.793
-0.645,0.015,-0.86
-0.501,0.01,-0.787
-0.616,0.006,-0.865
-0.539,0.015,-0.806
-0.548,0.008,-0.853
-0.607,0.019,-0.832
-0.486,0.01,-0.791
-0.642,0.012,-0.858
-0.495,0.009,-0.781
-0.607,0.005,-0.871
-0.568,0.018,-0.812
-0.519,-0.002,-0.835
-0.637,0.017,-0.84
-0.486,0.003,-0.798
-0.642,0.008,-0.864
-0.504,0.012,-0.789
-0.605,0.006,-0.861
-0.543,0.015,-0.809
-0.556,0.006,-0.854
-0.602,0.015,-0.835
-0.507,0.008,-0.806
-0.636,0.01,-0.857
-0.491,0.008,-0.782
-0.597,0.006,-0.865
-0.586,0.016,-0.825
-0.521,0.001,-0.84
-0.622,0.02,-0.838
-0.489,0.006,-0.795
-0.646,0.011,-0.863
-0.496,0.009,-0.791
-0.632,0.008,-0.87
-0.539,0.014,-0.802
-0.567,0,-0.857
-0.585,0.018,-0.823
-0.508,0.003,-0.818
-0.641,0.018,-0.849
-0.48,0.003,-0.786
-0.632,0.011,-0.858
-0.526,0.007,-0.8
-0.579,0.003,-0.868
-0.605,0.018,-0.827
-0.481,0.006,-0.792
-0.644,0.013,-0.859
-0.498,0.01,-0.786
-0.607,0.004,-0.864
-0.555,0.016,-0.811
-0.545,0.006,-0.846
-0.603,0.018,-0.829
-0.485,0.007,-0.803
-0.649,0.014,-0.86
-0.486,0.013,-0.784
-0.64,0.005,-0.864
-0.516,0.012,-0.789
-0.605,0,-0.878
-0.569,0.015,-0.811
-0.519,0.002,-0.83
-0.636,0.016,-0.847
-0.483,0.005,-0.792
-0.632,0.01,-0.857
-0.516,0.01,-0.792
-0.587,0.007,-0.868
-0.586,0.013,-0.823
-0.504,0.008,-0.814
-0.633,0.015,-0.847
-0.47,0.007,-0.776
-0.635,0.006,-0.873
-0.534,0.016,-0.8
-0.576,0.001,-0.871
-0.592,0.017,-0.826
-0.499,0.002,-0.814
-0.641,0.013,-0.854
-0.501,0.009,-0.79
-0.62,0.004,-0.873
-0.562,0.013,-0.818
-0.523,0.004,-0.837
-0.618,0.02,-0.837
-0.487,0.008,-0.782
-0.641,0.004,-0.875
-0.526,0.009,-0.792
-0.56,-0.003,-0.848
-0.596,0.023,-0.824
-0.494,0.004,-0.808
-0.643,0.014,-0.853
-0.509,0.007,-0.794
-0.612,-0.002,-0.88
-0.57,0.014,-0.813
-0.505,0.006,-0.818
-0.641,0.017,-0.85
-0.496,0.006,-0.795
-0.619,0.007,-0.858
-0.545,0.013,-0.809
-0.551,0.001,-0.854
-0.612,0.018,-0.829
-0.485,0.003,-0.796
-0.638,0.01,-0.858
-0.497,0.008,-0.788
-0.595,0.005,-0.851
-0.559,0.013,-0.818
-0.538,0.006,-0.846
-0.63,0.012,-0.848
-0.487,0.008,-0.791
-0.639,0.003,-0.872
-0.532,0.013,-0.801
-0.567,0.003,-0.857
-0.601,0.017,-0.829
-0.497,0.006,-0.811
-0.644,0.013,-0.853
-0.492,0.011,-0.78
-0.612,0.004,-0.872
-0.554,0.013,-0.808
-0.531,0.003,-0.834
-0.628,0.017,-0.847
-0.48,0.006,-0.785
-0.627,0.009,-0.857
-0.523,0.015,-0.794
-0.566,0.004,-0.857
-0.607,0.015,-0.831
-0.494,0.003,-0.806
-0.66,0.011,-0.873
-0.497,0.009,-0.788
-0.603,0.003,-0.863
-0.565,0.018,-0.812
-0.533,0.004,-0.843
-0.615,0.02,-0.829
-0.474,0.006,-0.782
-0.643,0.009,-0.868
-0.515,0.01,-0.796
-0.575,0.001,-0.855
-0.598,0.017,-0.827
-0.494,0.004,-0.815
-0.647,0.016,-0.854
-0.49,0.01,-0.786
-0.628,0.005,-0.866
-0.515,0.016,-0.794
-0.573,0.006,-0.861
-0.599,0.016,-0.833
-0.508,0.005,-0.818
-0.638,0.015,-0.847
-0.48,0.011,-0.776
-0.629,0.004,-0.873
-0.543,0.011,-0.801
-0.556,-0.003,-0.853
-0.602,0.019,-0.828
-0.504,0.001,-0.826
-0.633,0.017,-0.844
-0.48,0.009,-0.788
-0.655,0.013,-0.872
-0.49,0.01,-0.785
-0.62,0.009,-0.864
-0.541,0.017,-0.802
-0.561,0.003,-0.858
-0.602,0.017,-0.83
-0.487,0.005,-0.796
-0.649,0.016,-0.861
-0.491,0.006,-0.783
-0.606,0.003,-0.863
-0.564,0.017,-0.812
-0.524,0.003,-0.84
-0.633,0.019,-0.842
-0.488,0.009,-0.788
-0.644,0.009,-0.866
-0.508,0.011,-0.79
-0.598,0.007,-0.864
-0.571,0.017,-0.817
-0.53,0.003,-0.84
-0.612,0.02,-0.832
-0.479,0.007,-0.787
-0.651,0.01,-0.872
-0.505,0.011,-0.791
-0.583,0.002,-0.856
-0.574,0.019,-0.818
-0.505,0.005,-0.822
-0.644,0.012,-0.851
-0.491,0.011,-0.788
-0.635,0.002,-0.867
-0.517,0.01,-0.794
-0.575,0.006,-0.857
-0.59,0.016,-0.823
-0.511,0.006,-0.827
-0.644,0.015,-0.852
-0.483,0.007,-0.78
-0.609,0.003,-0.862
-0.552,0.017,-0.808
-0.529,0.003,-0.826
-0.63,0.016,-0.852
-0.493,0.01,-0.801
-0.64,0.007,-0.866
-0.527,0.012,-0.798
-0.564,0.001,-0.854
-0.598,0.021,-0.823
-0.488,0.009,-0.8
-0.646,0.017,-0.858
-0.492,0.011,-0.783
-0.618,0.004,-0.87
-0.562,0.015,-0.818
-0.533,0.005,-0.843
-0.615,0.022,-0.832
-0.483,0.01,-0.782
-0.634,0.005,-0.879
-0.546,0.014,-0.809
-0.541,0.002,-0.848
-0.609,0.019,-0.835
-0.506,0.007,-0.816
-0.648,0.012,-0.862
-0.499,0.007,-0.783
-0.584,0,-0.865
-0.588,0.016,-0.825
-0.517,0.006,-0.826
-0.627,0.018,-0.849
-0.483,0.006,-0.789
-0.641,0.005,-0.873
-0.54,0.013,-0.804
-0.549,-0.002,-0.855
-0.595,0.018,-0.826
-0.493,0.004,-0.807
-0.648,0.018,-0.858
-0.476,0.009,-0.778
-0.628,0.006,-0.866
-0.534,0.012,-0.799
-0.573,0.001,-0.87
-0.589,0.014,-0.829
-0.505,0.009,-0.821
-0.642,0.012,-0.855
-0.489,0.005,-0.786
-0.626,0.007,-0.867
-0.528,0.012,-0.8
-0.56,0.005,-0.857
-0.605,0.021,-0.831
-0.498,0.003,-0.814
-0.634,0.012,-0.85
-0.491,0.002,-0.788
-0.63,0.007,-0.869
-0.522,0.008,-0.793
-0.554,0.008,-0.851
-0.597,0.013,-0.83
-0.511,0.006,-0.818
-0.645,0.015,-0.858
-0.472,0.011,-0.775
-0.642,0.01,-0.872
-0.51,0.018,-0.787
-0.592,0.002,-0.872
-0.575,0.016,-0.814
-0.519,-0.002,-0.827
-0.623,0.014,-0.841
-0.496,0.003,-0.813
-0.643,0.014,-0.856
-0.488,0.009,-0.784
-0.635,0.003,-0.876
-0.536,0.008,-0.802
-0.557,-0.001,-0.849
-0.616,0.017,-0.837
-0.474,0.004,-0.785
-0.64,0.009,-0.865
-0.541,0.013,-0.808
-0.557,0.001,-0.857
-0.608,0.02,-0.828
-0.473,0.006,-0.787
-0.644,0.009,-0.861
-0.513,0.008,-0.796
-0.582,0.004,-0.857
-0.57,0.016,-0.824
-0.529,0.004,-0.838
-0.621,0.018,-0.839
-0.483,0.009,-0.782
-0.642,0.005,-0.873
-0.527,0.007,-0.801
-0.575,0.003,-0.858
-0.592,0.019,-0.823
-0.482,0.003,-0.799
-0.647,0.014,-0.848
-0.493,0.012,-0.786
-0.624,0.001,-0.872
-0.536,0.011,-0.801
-0.556,0.003,-0.849
-0.602,0.023,-0.827
-0.49,0.006,-0.812
-0.64,0.018,-0.85
-0.491,0.007,-0.783
-0.624,0.006,-0.869
-0.528,0.012,-0.799
-0.55,0.008,-0.849
-0.622,0.018,-0.84
-0.49,0.009,-0.801
-0.631,0.01,-0.85
-0.505,0.01,-0.788
-0.61,0.003,-0.876
-0.573,0.021,-0.813
-0.517,0.002,-0.826
-0.626,0.022,-0.84
-0.486,0.004,-0.803
-0.644,0.009,-0.859
-0.501,0.01,-0.786
-0.613,0.003,-0.87
-0.559,0.01,-0.816
-0.537,0.007,-0.838
-0.617,0.017,-0.838
-0.478,0.008,-0.792
-0.644,0.012,-0.854
-0.494,0.01,-0.785
-0.624,0.007,-0.873
-0.541,0.013,-0.799
-0.544,0.005,-0.842
-0.594,0.021,-0.826
-0.491,0.001,-0.799
-0.649,0.013,-0.867
-0.523,0.01,-0.796
-0.551,0.002,-0.848
-0.63,0.018,-0.835
-0.475,0.006,-0.783
-0.638,0.007,-0.876
-0.542,0.012,-0.813
-0.546,0.003,-0.847
-0.621,0.021,-0.838
-0.485,0.007,-0.797
-0.643,0.011,-0.856
-0.509,0.011,-0.792
-0.594,-0.001,-0.867
-0.567,0.018,-0.826
-0.516,0.007,-0.819
-0.631,0.017,-0.853
-0.486,0.007,-0.78
-0.628,0.008,-0.868
-0.54,0.013,-0.805
-0.566,0.002,-0.857
-0.596,0.015,-0.83
-0.507,0.004,-0.808
-0.631,0.016,-0.854
-0.488,0.007,-0.785
-0.633,0.009,-0.863
-0.539,0.007,-0.806
-0.557,0.004,-0.851
-0.605,0.016,-0.831
-0.488,0.009,-0.79
-0.633,0.012,-0.855
-0.509,0.006,-0.789
-0.596,0.006,-0.857
-0.564,0.016,-0.817
-0.523,0.007,-0.831
-0.612,0.012,-0.832
-0.489,0.008,-0.789
-0.646,0.011,-0.867
-0.506,0.008,-0.79
-0.588,0.008,-0.868
-0.588,0.017,-0.822
-0.532,0.001,-0.849
-0.638,0.017,-0.828
-0.481,-0.001,-0.784
-0.673,0.011,-0.848
-0.469,-0.003,-0.76
-0.683,0.004,-0.874
-0.486,0.002,-0.772
-0.687,0.003,-0.871
-0.493,0.016,-0.783
-0.665,-0.005,-0.823
-0.554,0.01,-0.809
-0.613,0.011,-0.835
-0.608,-0.001,-0.813
-0.634,0.002,-0.807
-0.62,-0.005,-0.78
-0.646,0.001,-0.786
-0.62,0.001,-0.794
-0.611,0.004,-0.788
-0.63,0.006,-0.792
-0.642,0.006,-0.797
-0.661,-0.004,-0.779
-0.656,-0.006,-0.768
-0.623,-0.017,-0.753
-0.637,-0.008,-0.772
-0.672,-0.01,-0.753
-0.663,-0.02,-0.754
-0.633,-0.016,-0.795
-0.641,-0.012,-0.799
-0.667,-0.015,-0.739
-0.625,-0.005,-0.758
-0.606,-0.009,-0.749
-0.715,-0.022,-0.768
-0.678,0.001,-0.79
-0.6,-0.029,-0.749
-0.769,0.016,-0.799
-0.523,-0.025,-0.711
-0.823,-0.009,-0.786
-0.483,-0.033,-0.708
-0.857,-0.013,-0.822
-0.459,-0.03,-0.656
-0.872,-0.029,-0.915
-0.685,0.004,-0.669
-0.454,-0.058,-0.668
-0.755,-0.036,-0.847
-0.775,-0.01,-0.921
-0.555,-0.025,-0.762
-0.436,-0.006,-0.722
-0.681,-0.002,-0.886
-0.678,-0.016,-0.813
-0.482,-0.044,-0.741
-0.704,-0.016,-0.798
-0.437,-0.04,-0.733
-0.715,-0.024,-0.884
-0.52,-0.014,-0.781
-0.592,-0.011,-0.864
-0.573,-0.006,-0.794
-0.543,-0.024,-0.823
-0.6,-0.004,-0.839
-0.506,-0.008,-0.825
-0.589,-0.009,-0.836
-0.517,-0.01,-0.843
-0.601,0.007,-0.86
-0.476,-0.004,-0.834
-0.605,-0.001,-0.876
-0.47,-0.024,-0.819
-0.61,0.002,-0.862
-0.465,-0.01,-0.785
-0.607,0.005,-0.851
-0.506,0.013,-0.817
-0.596,0.012,-0.866
-0.503,0.007,-0.81
-0.596,-0.026,-0.842
-0.496,-0.02,-0.793
-0.614,-0.018,-0.848
-0.5,-0.007,-0.793
-0.61,-0.008,-0.881
-0.525,0.014,-0.812
-0.576,-0.007,-0.853
-0.527,0.016,-0.828
-0.549,-0.015,-0.846
-0.565,-0.004,-0.815
-0.518,-0.019,-0.822
-0.589,-0.021,-0.847
-0.511,-0.012,-0.854
-0.616,0.024,-0.875
-0.51,-0.009,-0.827
-0.596,0.003,-0.851
-0.474,-0.016,-0.814
-0.606,0.011,-0.867
-0.487,-0.009,-0.826
-0.601,0.016,-0.88
-0.5,0.025,-0.822
-0.619,0.015,-0.862
-0.456,0.015,-0.802
-0.614,0.014,-0.881
-0.488,0.01,-0.836
-0.586,-0.024,-0.848
-0.501,-0.018,-0.791
-0.579,-0.001,-0.851
-0.518,-0.005,-0.817
-0.565,-0.009,-0.85
-0.534,0.003,-0.836
-0.555,0.013,-0.873
-0.542,0.036,-0.84
-0.507,0.014,-0.836
-0.584,0.014,-0.838
-0.501,-0.006,-0.833
-0.586,-0.005,-0.844
-0.486,-0.013,-0.833
-0.576,0.008,-0.869
-0.488,-0.007,-0.821
-0.608,0.002,-0.858
-0.459,0.004,-0.82
-0.572,0.013,-0.901
-0.497,0.01,-0.824
-0.532,0.002,-0.858
-0.571,0.017,-0.863
-0.496,-0.013,-0.826
-0.598,0.013,-0.899
-0.453,0.029,-0.837
-0.563,0.028,-0.906
-0.527,0.01,-0.858
-0.426,-0.014,-0.825
-0.619,-0.019,-0.919
-0.468,0.011,-0.824
-0.482,0.018,-0.884
-0.521,0.038,-0.926
-0.391,0.043,-0.864
-0.398,0.031,-0.877
-0.502,0.063,-0.911
-0.354,0.017,-0.857
-0.526,0.043,-0.925
-0.362,0.041,-0.903
-0.513,0.033,-0.947
-0.365,0.023,-0.884
-0.524,0.044,-0.916
-0.344,0.007,-0.867
-0.537,0.049,-0.95
-0.372,0.027,-0.899
-0.519,0.051,-0.911
-0.398,0.058,-0.871
-0.538,0.051,-0.927
-0.398,0.034,-0.853
-0.54,0.036,-0.931
-0.433,0.02,-0.852
-0.486,0.012,-0.903
-0.517,0.035,-0.868
-0.425,0.025,-0.852
-0.553,0.053,-0.896
-0.43,0.035,-0.867
-0.562,0.028,-0.905
-0.396,0.019,-0.844
-0.559,0.011,-0.912
-0.413,0.018,-0.839
-0.548,0.024,-0.928
-0.466,0.036,-0.847
-0.489,0.023,-0.899
-0.52,0.039,-0.861
-0.455,0.019,-0.86
-0.56,0.036,-0.898
-0.404,0.012,-0.853
-0.584,0.026,-0.902
-0.386,0.014,-0.832
-0.6,0.026,-0.921
-0.387,0.022,-0.819
-0.584,0.022,-0.907
-0.426,0.028,-0.825
-0.579,0.021,-0.918
-0.459,0.025,-0.834
-0.542,0.014,-0.901
-0.477,0.021,-0.845
-0.504,0.008,-0.904
-0.519,0.026,-0.864
-0.454,0.004,-0.874
-0.555,0.027,-0.89
-0.427,0.013,-0.857
-0.563,0.032,-0.895
-0.408,0.015,-0.846
-0.582,0.025,-0.908
-0.409,0.007,-0.837
-0.61,0.013,-0.894
-0.43,0.013,-0.809
-0.632,0.02,-0.889
-0.433,0.008,-0.796
-0.642,0.01,-0.891
-0.447,0.013,-0.792
-0.616,0.007,-0.886
-0.485,0.01,-0.81
-0.58,0.002,-0.883
-0.548,0.017,-0.838
-0.509,-0.002,-0.852
-0.59,0.015,-0.853
-0.49,0.002,-0.84
-0.622,0.012,-0.874
-0.454,-0.001,-0.814
-0.627,0.011,-0.878
-0.444,0.009,-0.8
-0.624,0.009,-0.884
-0.461,0.01,-0.807
-0.622,0.005,-0.889
-0.48,0.015,-0.806
-0.592,-0.001,-0.88
-0.488,0.021,-0.81
