X-Axis,Y-Axis,Z-Axis
-0.608,0.062,-0.863
-0.595,-0.006,-0.923
-0.503,0.033,-0.808
-0.515,-0.02,-0.899
-0.542,0.033,-0.815
-0.62,0.028,-0.858
-0.481,-0.01,-0.827
-0.513,-0.016,-0.832
-0.618,0.025,-0.868
-0.507,0.009,-0.847
-0.601,0.001,-0.935
-0.546,-0.024,-0.834
-0.609,0.004,-0.852
-0.461,0.012,-0.798
-0.616,0.039,-0.855
-0.496,-0.027,-0.792
-0.563,0.038,-0.893
-0.549,-0.013,-0.864
-0.478,0.009,-0.884
-0.536,0.03,-0.849
-0.361,-0.047,-0.83
-0.626,0.018,-0.892
-0.374,-0.004,-0.851
-0.542,-0.004,-0.874
-0.491,0.029,-0.925
-0.474,-0.034,-0.902
-0.529,-0.026,-0.919
-0.444,-0.005,-0.896
-0.527,-0.012,-0.923
-0.372,-0.025,-0.842
-0.561,0.038,-0.879
-0.365,-0.019,-0.876
-0.588,-0.011,-0.92
-0.337,-0.018,-0.895
-0.558,-0.018,-0.938
-0.37,0.013,-0.875
-0.494,-0.012,-0.926
-0.399,-0.006,-0.819
-0.493,0.005,-0.886
-0.449,0.003,-0.832
-0.45,-0.04,-0.915
-0.532,0.009,-0.926
-0.381,0.025,-0.864
-0.539,0.047,-0.928
-0.34,-0.005,-0.875
-0.529,0.031,-0.898
-0.353,-0.03,-0.888
-0.505,-0.016,-0.859
-0.415,-0.01,-0.975
-0.385,-0.082,-0.853
-0.524,0.097,-0.818
-0.501,0.001,-0.94
-0.562,0.053,-1.068
-0.431,0.058,-0.832
-0.613,0.135,-1.071
-0.462,-0.076,-0.939
-0.515,-0.09,-0.835
-0.451,-0.006,-0.847
-0.368,-0.007,-0.845
-0.365,-0.11,-0.778
-0.776,0.095,-0.979
-0.329,0.092,-0.891
-0.605,0.04,-0.902
-0.355,0.082,-0.814
-0.496,0.021,-0.97
-0.491,0.042,-0.87
-0.394,-0.048,-0.904
-0.478,-0.005,-0.948
-0.333,-0.015,-0.905
-0.499,0.016,-0.893
-0.42,-0.041,-0.868
-0.509,-0.016,-0.899
-0.39,-0.02,-0.843
-0.527,0.016,-0.928
-0.355,-0.005,-0.846
-0.463,-0.017,-0.919
-0.38,0.041,-0.905
-0.519,0.069,-0.99
-0.378,0.043,-0.929
-0.524,0.017,-0.97
-0.385,-0.005,-0.892
-0.407,-0.089,-0.914
-0.475,-0.007,-0.882
-0.333,-0.067,-0.932
-0.432,-0.039,-0.85
-0.37,-0.05,-0.976
-0.415,0.013,-0.943
-0.418,0.024,-0.934
-0.527,0.037,-0.996
-0.429,0.05,-0.945
-0.457,-0.012,-0.949
-0.47,0.065,-0.925
-0.245,0.008,-0.837
-0.484,0.008,-0.918
-0.348,-0.002,-0.853
-0.436,-0.043,-0.905
-0.357,-0.043,-0.89
-0.474,-0.023,-0.924
-0.434,-0.035,-0.94
-0.417,-0.038,-0.955
-0.45,0.017,-0.942
-0.355,-0.003,-0.909
-0.467,0.021,-0.957
-0.324,0.016,-0.865
-0.48,0.015,-0.961
-0.362,0.013,-0.91
-0.414,0.021,-0.95
-0.416,0.007,-0.915
-0.371,-0.013,-0.921
-0.471,0.024,-0.944
-0.342,0.005,-0.873
-0.492,0,-0.948
-0.355,0.018,-0.891
-0.49,-0.021,-0.994
-0.406,-0.01,-0.933
-0.408,0.003,-0.942
-0.433,0.017,-0.919
-0.391,-0.005,-0.907
-0.46,0.011,-0.948
-0.373,0.011,-0.886
-0.476,0.025,-0.959
-0.355,0.035,-0.879
-0.475,0.007,-0.951
-0.406,0.019,-0.92
-0.423,-0.002,-0.978
-0.434,0.003,-0.919
-0.39,0.014,-0.906
-0.448,0.036,-0.954
-0.35,0.01,-0.881
-0.467,0.043,-0.958
-0.411,0.021,-0.919
-0.42,0.018,-0.952
-0.422,0.012,-0.913
-0.359,0.008,-0.892
-0.486,0.033,-0.973
-0.346,0.006,-0.911
-0.464,0.029,-0.979
-0.357,0.024,-0.895
-0.414,0.028,-0.954
-0.402,0.025,-0.913
-0.369,0.009,-0.936
-0.429,0.049,-0.951
-0.358,0.004,-0.936
-0.457,0.034,-0.949
-0.332,0.025,-0.897
-0.447,0.023,-0.958
-0.345,0.01,-0.933
-0.439,0.02,-0.967
-0.34,0.028,-0.908
-0.442,0.034,-0.974
-0.365,0.036,-0.908
-0.406,0.022,-0.965
-0.412,0.039,-0.934
-0.399,0.006,-0.942
-0.457,0.028,-0.919
-0.381,0.01,-0.884
-0.497,0.017,-0.928
-0.393,0.01,-0.87
-0.526,0.019,-0.944
-0.427,0.02,-0.865
-0.491,0.007,-0.924
-0.467,0.015,-0.878
-0.482,-0.002,-0.881
-0.57,0.008,-0.877
-0.479,-0.008,-0.818
-0.624,0.004,-0.866
-0.507,0,-0.792
-0.619,-0.005,-0.859
-0.554,0.001,-0.794
-0.553,-0.011,-0.822
-0.603,0.007,-0.834
-0.507,-0.008,-0.808
-0.621,0.007,-0.876
-0.498,0.002,-0.816
-0.568,0.003,-0.886
-0.519,0.002,-0.836
-0.51,-0.004,-0.856
-0.562,0.005,-0.866
-0.482,-0.002,-0.834
-0.597,0.011,-0.866
-0.467,-0.001,-0.796
-0.606,0.001,-0.868
-0.517,0.003,-0.814
-0.575,-0.004,-0.865
-0.558,0.004,-0.841
-0.527,-0.009,-0.852
-0.59,0.009,-0.85
-0.467,-0.007,-0.805
-0.618,0.008,-0.881
-0.489,0.004,-0.812
-0.574,-0.001,-0.873
-0.543,0.003,-0.835
-0.517,-0.011,-0.854
-0.595,0.004,-0.854
-0.468,-0.011,-0.8
-0.604,0.005,-0.868
-0.486,0.005,-0.806
-0.582,0.004,-0.871
-0.541,0.007,-0.836
-0.518,-0.005,-0.853
-0.591,0.003,-0.863
-0.47,-0.003,-0.805
-0.612,0,-0.877
-0.516,0.002,-0.818
-0.548,-0.005,-0.862
-0.582,0.007,-0.858
-0.477,-0.003,-0.805
-0.591,-0.003,-0.879
-0.553,0.008,-0.841
-0.482,-0.006,-0.82
-0.616,0.007,-0.877
-0.51,0.002,-0.823
-0.519,-0.003,-0.846
-0.603,0.009,-0.865
-0.487,-0.003,-0.801
-0.581,-0.005,-0.876
-0.554,0.008,-0.837
-0.481,-0.002,-0.814
-0.602,0.006,-0.871
-0.517,-0.001,-0.824
-0.53,-0.006,-0.852
-0.597,0.013,-0.861
-0.465,-0.006,-0.796
-0.589,-0.002,-0.879
-0.562,0.011,-0.844
-0.491,-0.006,-0.835
-0.602,0.011,-0.858
-0.474,-0.003,-0.8
-0.597,-0.003,-0.886
-0.543,0.004,-0.836
-0.51,-0.001,-0.846
-0.606,0.009,-0.87
-0.475,-0.003,-0.804
-0.605,0.002,-0.871
-0.525,0.005,-0.822
-0.528,-0.006,-0.855
-0.583,0.012,-0.847
-0.466,-0.009,-0.805
-0.613,0.002,-0.874
-0.492,0.002,-0.807
-0.563,-0.001,-0.866
-0.567,0.01,-0.847
-0.494,-0.005,-0.832
-0.598,-0.005,-0.874
-0.46,-0.009,-0.788
-0.608,-0.007,-0.896
-0.516,0.005,-0.822
-0.542,-0.006,-0.863
-0.577,0.009,-0.845
-0.489,-0.005,-0.832
-0.61,0.004,-0.864
-0.467,0,-0.798
-0.606,0.001,-0.876
-0.51,0.003,-0.814
-0.549,-0.004,-0.865
-0.584,0.008,-0.852
-0.476,-0.004,-0.818
-0.602,0.004,-0.864
-0.499,-0.003,-0.811
-0.565,-0.004,-0.877
-0.583,0.01,-0.849
-0.463,-0.004,-0.81
-0.616,0.005,-0.875
-0.482,0.004,-0.803
-0.594,-0.004,-0.872
-0.53,0.003,-0.824
-0.536,-0.006,-0.866
-0.593,0.009,-0.853
-0.466,-0.005,-0.8
-0.607,0.002,-0.869
-0.496,0.001,-0.807
-0.557,-0.002,-0.858
-0.566,0.012,-0.845
-0.489,-0.002,-0.832
-0.614,0.006,-0.868
-0.475,0.003,-0.799
-0.611,-0.001,-0.88
-0.506,0.001,-0.81
-0.556,-0.001,-0.871
-0.566,0.009,-0.841
-0.498,-0.01,-0.829
-0.608,0.004,-0.855
-0.474,-0.003,-0.797
-0.611,0,-0.88
-0.503,-0.002,-0.813
-0.552,-0.006,-0.861
-0.569,0.009,-0.847
-0.494,-0.006,-0.826
-0.61,0.013,-0.86
-0.47,-0.003,-0.797
-0.614,-0.002,-0.884
-0.529,0.004,-0.818
-0.527,-0.005,-0.851
-0.582,0.003,-0.856
-0.483,-0.007,-0.82
-0.612,0.004,-0.872
-0.479,-0.001,-0.799
-0.581,-0.003,-0.876
-0.537,0.008,-0.831
-0.515,-0.001,-0.841
-0.598,0.008,-0.865
-0.478,-0.005,-0.81
-0.61,0.005,-0.869
-0.489,0,-0.806
-0.568,-0.001,-0.872
-0.559,0.005,-0.846
-0.506,-0.003,-0.834
-0.606,0.01,-0.872
-0.468,-0.004,-0.794
-0.6,-0.002,-0.877
-0.516,0.005,-0.825
-0.534,-0.005,-0.859
-0.576,0.006,-0.85
-0.472,-0.003,-0.805
-0.61,0,-0.867
-0.487,0.006,-0.808
-0.588,-0.001,-0.879
-0.54,0.007,-0.839
-0.505,-0.008,-0.845
-0.598,0.007,-0.854
-0.473,-0.005,-0.804
-0.607,0.003,-0.875
-0.502,0.002,-0.814
-0.571,-0.001,-0.874
-0.546,0.004,-0.843
-0.514,-0.004,-0.852
-0.586,0.006,-0.857
-0.479,-0.009,-0.812
-0.614,0.003,-0.878
-0.493,0.001,-0.804
-0.567,-0.004,-0.874
-0.552,0.008,-0.843
-0.511,-0.005,-0.85
-0.596,0.01,-0.858
-0.478,-0.002,-0.805
-0.61,0,-0.878
-0.489,0.003,-0.809
-0.576,-0.001,-0.872
-0.553,0.007,-0.838
-0.512,-0.01,-0.844
-0.602,0.004,-0.857
-0.473,-0.007,-0.799
-0.598,-0.003,-0.875
-0.517,-0.004,-0.821
-0.546,-0.004,-0.857
-0.575,0.01,-0.848
-0.484,-0.002,-0.807
-0.596,0.001,-0.87
-0.507,0.001,-0.817
-0.554,-0.003,-0.866
-0.575,0.01,-0.839
-0.481,-0.004,-0.809
-0.619,0.004,-0.881
-0.492,-0.002,-0.813
-0.572,0,-0.874
-0.557,0.007,-0.843
-0.502,0.001,-0.846
-0.597,0.005,-0.855
-0.473,-0.005,-0.809
-0.611,0.003,-0.878
-0.492,-0.001,-0.808
-0.579,-0.004,-0.872
-0.542,0.007,-0.831
-0.52,-0.007,-0.852
-0.598,0.008,-0.859
-0.476,0,-0.807
-0.609,0.007,-0.88
-0.487,-0.005,-0.807
-0.573,-0.003,-0.871
-0.556,0.009,-0.834
-0.498,-0.011,-0.824
-0.605,0.008,-0.858
-0.485,0,-0.803
-0.581,0.002,-0.875
-0.548,0.001,-0.837
-0.507,-0.002,-0.832
-0.605,0.008,-0.872
-0.469,-0.001,-0.798
-0.587,0.001,-0.872
-0.518,0.009,-0.826
-0.535,-0.005,-0.869
-0.586,0.009,-0.848
-0.483,-0.006,-0.808
-0.599,0.004,-0.87
-0.486,0.005,-0.802
-0.584,0.001,-0.875
-0.546,0.01,-0.838
-0.516,-0.009,-0.852
-0.58,0.005,-0.856
-0.483,-0.002,-0.812
-0.617,-0.001,-0.88
-0.496,0.004,-0.808
-0.549,-0.004,-0.856
-0.571,0.006,-0.849
-0.503,-0.007,-0.842
-0.614,0.007,-0.871
-0.476,-0.002,-0.801
-0.599,-0.003,-0.884
-0.527,0.002,-0.822
-0.53,-0.002,-0.858
-0.581,0.007,-0.847
-0.48,-0.008,-0.816
-0.617,0.004,-0.87
-0.486,-0.002,-0.806
-0.588,-0.001,-0.883
-0.536,0.003,-0.83
-0.5,0.001,-0.837
-0.596,0.004,-0.863
-0.483,-0.01,-0.813
-0.607,0.005,-0.873
-0.506,0.002,-0.813
-0.54,-0.004,-0.854
-0.585,0.007,-0.853
-0.48,-0.005,-0.815
-0.616,0.005,-0.876
-0.478,-0.004,-0.798
-0.58,0,-0.867
-0.537,0.005,-0.831
-0.531,-0.007,-0.863
-0.579,0.003,-0.848
-0.481,-0.013,-0.815
-0.618,0.005,-0.873
-0.473,-0.001,-0.799
-0.601,0.004,-0.874
-0.51,0.006,-0.815
-0.544,-0.004,-0.87
-0.582,0.004,-0.852
-0.482,-0.006,-0.815
-0.609,0.006,-0.872
-0.48,-0.002,-0.804
-0.587,0,-0.879
-0.535,0.007,-0.831
-0.513,-0.007,-0.845
-0.58,0.008,-0.854
-0.476,-0.004,-0.803
-0.612,0.001,-0.879
-0.49,-0.001,-0.806
-0.562,-0.003,-0.875
-0.567,0.01,-0.848
-0.496,-0.008,-0.837
-0.604,0.007,-0.863
-0.481,-0.001,-0.804
-0.607,-0.003,-0.881
-0.508,0,-0.816
-0.547,0.001,-0.858
-0.568,0.006,-0.848
-0.489,-0.003,-0.823
-0.615,0.005,-0.873
-0.483,0,-0.802
-0.575,-0.001,-0.874
-0.537,0.006,-0.829
-0.51,-0.005,-0.842
-0.608,0.003,-0.873
-0.481,-0.005,-0.801
-0.581,-0.004,-0.873
-0.546,0.007,-0.834
-0.506,-0.002,-0.843
-0.599,0.007,-0.861
-0.475,-0.002,-0.803
-0.613,0.004,-0.881
-0.502,0.001,-0.817
-0.561,-0.001,-0.868
-0.562,0.006,-0.849
-0.5,-0.003,-0.83
-0.605,0.005,-0.868
-0.474,-0.002,-0.797
-0.583,-0.003,-0.87
-0.538,0.012,-0.826
-0.527,-0.007,-0.842
-0.59,0.005,-0.865
-0.482,-0.002,-0.812
-0.614,0.009,-0.874
-0.477,-0.001,-0.798
-0.586,-0.004,-0.88
-0.539,0,-0.83
-0.529,-0.008,-0.858
-0.588,0.005,-0.854
-0.469,-0.008,-0.811
-0.609,0.003,-0.863
-0.489,0.001,-0.808
-0.591,0.001,-0.879
-0.533,0.004,-0.829
-0.518,-0.003,-0.845
-0.595,0.005,-0.86
-0.481,-0.005,-0.815
-0.613,0.007,-0.872
-0.482,-0.001,-0.8
-0.574,-0.002,-0.872
-0.557,0.002,-0.835
-0.515,-0.009,-0.841
-0.611,0.008,-0.865
-0.469,-0.004,-0.797
-0.59,0.003,-0.865
-0.522,0.003,-0.831
-0.543,-0.001,-0.867
-0.586,0.008,-0.852
-0.47,0,-0.799
-0.611,0.004,-0.878
-0.489,0.004,-0.809
-0.578,-0.001,-0.875
-0.545,0.007,-0.833
-0.525,-0.008,-0.862
-0.578,0.005,-0.85
-0.481,-0.007,-0.816
-0.617,0.007,-0.875
-0.477,-0.002,-0.801
-0.599,0,-0.877
-0.535,0.016,-0.827
-0.541,-0.002,-0.865
-0.572,0.006,-0.842
-0.488,-0.011,-0.822
-0.604,0.006,-0.869
-0.465,-0.006,-0.799
-0.602,-0.001,-0.876
-0.516,0.002,-0.826
-0.555,-0.003,-0.875
-0.573,0.009,-0.852
-0.489,-0.006,-0.82
-0.62,0.003,-0.883
-0.481,-0.003,-0.803
-0.574,0,-0.88
-0.552,0.009,-0.84
-0.511,-0.007,-0.849
-0.586,0.005,-0.858
-0.472,-0.003,-0.802
-0.614,0.002,-0.882
-0.486,0,-0.801
-0.572,0.001,-0.874
-0.555,0.007,-0.842
-0.499,-0.007,-0.844
-0.592,0.007,-0.857
-0.477,-0.005,-0.805
-0.609,0.005,-0.879
-0.498,0.005,-0.814
-0.56,0.002,-0.87
-0.563,0.005,-0.854
-0.498,0.002,-0.829
-0.606,0.007,-0.875
-0.475,0.003,-0.797
-0.578,-0.002,-0.882
-0.542,0.007,-0.834
-0.517,-0.003,-0.856
-0.592,0,-0.86
-0.481,-0.006,-0.813
-0.599,0.005,-0.863
-0.497,0.006,-0.812
-0.572,-0.002,-0.883
-0.567,0.004,-0.847
-0.482,0,-0.819
-0.606,0.006,-0.877
-0.49,-0.003,-0.813
-0.589,-0.002,-0.89
-0.551,0.004,-0.837
-0.492,-0.006,-0.835
-0.6,0.005,-0.865
-0.489,0,-0.81
-0.58,0,-0.891
-0.558,0.004,-0.847
-0.485,0.001,-0.833
-0.612,0.005,-0.884
-0.477,-0.002,-0.814
-0.605,-0.001,-0.889
-0.512,0.003,-0.823
-0.559,-0.009,-0.881
-0.565,0.008,-0.846
-0.499,-0.006,-0.839
-0.618,0.005,-0.884
-0.477,-0.001,-0.81
-0.593,0.003,-0.885
-0.519,0.004,-0.828
-0.527,-0.002,-0.864
-0.587,0.011,-0.856
-0.467,-0.004,-0.805
-0.616,0.004,-0.882
-0.485,0.002,-0.814
-0.586,-0.001,-0.876
-0.531,0.008,-0.832
-0.542,-0.003,-0.868
-0.584,0.005,-0.855
-0.491,-0.004,-0.83
-0.612,0.006,-0.878
-0.461,-0.004,-0.801
-0.601,0.003,-0.87
-0.493,0.004,-0.811
-0.576,0,-0.878
-0.545,0.004,-0.842
-0.512,0,-0.845
-0.606,0.008,-0.868
-0.47,-0.002,-0.802
-0.605,0.009,-0.875
-0.501,0.006,-0.814
-0.567,-0.003,-0.879
-0.547,0.006,-0.839
-0.499,0.001,-0.836
-0.611,0.003,-0.873
-0.475,-0.003,-0.811
-0.606,0.002,-0.876
-0.507,0.008,-0.814
-0.561,-0.003,-0.871
-0.55,0.006,-0.839
-0.5,-0.002,-0.839
-0.613,0.01,-0.871
-0.459,-0.004,-0.79
-0.606,0.004,-0.877
-0.511,0.005,-0.817
-0.572,-0.003,-0.879
-0.538,0.003,-0.833
-0.521,-0.004,-0.851
-0.6,0.005,-0.861
-0.477,-0.005,-0.816
-0.605,0.007,-0.868
-0.474,0.002,-0.799
-0.587,0.001,-0.883
-0.533,0.008,-0.825
-0.515,-0.005,-0.841
-0.597,0.011,-0.863
-0.482,-0.002,-0.807
-0.605,0.002,-0.877
-0.506,0.005,-0.814
-0.542,-0.002,-0.864
-0.593,0.006,-0.858
-0.474,-0.005,-0.813
-0.616,0.003,-0.875
-0.478,-0.002,-0.809
-0.604,0.001,-0.879
-0.516,0.007,-0.822
-0.55,-0.006,-0.87
-0.562,0.009,-0.844
-0.483,-0.003,-0.818
-0.613,0.005,-0.876
-0.485,0,-0.8
-0.577,0,-0.878
-0.549,0.007,-0.834
-0.501,-0.001,-0.836
-0.595,0.009,-0.859
-0.478,-0.002,-0.798
-0.618,0.003,-0.888
-0.48,0,-0.798
-0.561,0.003,-0.871
-0.557,0.007,-0.843
-0.519,-0.006,-0.857
-0.587,0.003,-0.848
-0.472,-0.009,-0.81
-0.627,0.004,-0.879
-0.477,-0.001,-0.796
-0.588,0.001,-0.872
-0.526,0.006,-0.827
-0.54,-0.008,-0.864
-0.574,0.008,-0.844
-0.482,-0.004,-0.809
-0.614,0.011,-0.878
-0.485,0,-0.804
-0.576,0.002,-0.88
-0.553,0.009,-0.838
-0.49,-0.005,-0.826
-0.597,0.006,-0.859
-0.477,0.003,-0.801
-0.607,0.003,-0.885
-0.521,0.004,-0.821
-0.543,-0.009,-0.857
-0.573,0.004,-0.846
-0.493,-0.004,-0.827
-0.613,0.006,-0.868
-0.463,0,-0.792
-0.607,0.003,-0.885
-0.512,0,-0.816
-0.554,0,-0.875
-0.568,0.008,-0.848
-0.493,-0.003,-0.83
-0.602,0.007,-0.861
-0.484,0.003,-0.803
-0.586,-0.001,-0.876
-0.536,0.011,-0.832
-0.511,-0.002,-0.84
-0.606,0.007,-0.868
-0.476,-0.003,-0.811
-0.604,0.009,-0.87
-0.481,0.003,-0.805
-0.595,-0.001,-0.884
-0.536,0.009,-0.832
-0.524,-0.003,-0.852
-0.589,0.003,-0.86
-0.477,0,-0.818
-0.606,0.007,-0.869
-0.474,0.002,-0.798
-0.596,-0.002,-0.881
-0.529,0.004,-0.827
-0.519,-0.005,-0.846
-0.596,0.008,-0.861
-0.473,-0.002,-0.805
-0.605,0.004,-0.87
-0.505,0.001,-0.814
-0.561,-0.003,-0.878
-0.563,0.006,-0.841
-0.492,0,-0.826
-0.606,0.008,-0.868
-0.471,0,-0.803
-0.614,0.002,-0.881
-0.492,0.009,-0.805
-0.568,-0.001,-0.879
-0.545,0.004,-0.833
-0.498,-0.008,-0.823
-0.611,0.009,-0.871
-0.478,0.001,-0.799
-0.57,0,-0.881
-0.566,0.005,-0.848
-0.507,-0.003,-0.84
-0.604,0.008,-0.868
-0.471,0.001,-0.797
-0.595,-0.002,-0.882
-0.534,0.01,-0.824
-0.542,-0.001,-0.864
-0.579,0.006,-0.847
-0.482,-0.006,-0.823
-0.613,0.006,-0.863
-0.465,-0.001,-0.798
-0.607,0.004,-0.876
-0.493,0.004,-0.808
-0.562,0.003,-0.864
-0.564,0.006,-0.846
-0.498,-0.005,-0.831
-0.611,0.008,-0.868
-0.463,-0.002,-0.794
-0.617,0.002,-0.886
-0.498,0.002,-0.809
-0.571,-0.001,-0.876
-0.543,0.006,-0.832
-0.515,-0.007,-0.841
-0.595,0.008,-0.859
-0.473,-0.004,-0.802
-0.605,0.003,-0.883
-0.512,0.004,-0.818
-0.536,-0.003,-0.855
-0.594,0.008,-0.854
-0.479,-0.004,-0.808
-0.604,0.002,-0.867
-0.515,0.002,-0.823
-0.544,-0.001,-0.862
-0.587,0.006,-0.859
-0.468,-0.002,-0.796
-0.606,-0.002,-0.884
-0.509,0.003,-0.812
-0.553,-0.006,-0.865
-0.58,0.005,-0.849
-0.483,-0.007,-0.818
-0.613,0.003,-0.871
-0.485,-0.001,-0.803
-0.583,-0.004,-0.886
-0.538,0.006,-0.828
-0.51,-0.004,-0.847
-0.595,0.004,-0.86
-0.486,-0.005,-0.822
-0.607,0.007,-0.865
-0.482,0.001,-0.8
-0.592,-0.004,-0.878
-0.548,0.009,-0.834
-0.516,-0.004,-0.844
-0.591,0.008,-0.859
-0.469,-0.002,-0.803
-0.604,0.004,-0.865
-0.504,0.002,-0.813
-0.559,-0.001,-0.871
-0.575,0.004,-0.849
-0.475,-0.002,-0.814
-0.614,0.001,-0.878
-0.49,0.002,-0.802
-0.568,-0.005,-0.871
-0.559,0.007,-0.835
-0.494,-0.003,-0.831
-0.609,0.008,-0.864
-0.479,-0.002,-0.799
-0.608,-0.004,-0.889
-0.521,0.002,-0.821
-0.533,0,-0.856
-0.585,0.005,-0.855
-0.488,-0.003,-0.828
-0.603,0.005,-0.864
-0.466,0.005,-0.799
-0.603,0.001,-0.88
-0.519,0.013,-0.816
-0.55,0.003,-0.867
-0.578,0.008,-0.85
-0.479,-0.002,-0.81
-0.604,0.007,-0.869
-0.48,0.002,-0.802
-0.596,-0.001,-0.882
-0.524,0.007,-0.825
-0.528,-0.001,-0.854
-0.592,0.006,-0.859
-0.481,-0.002,-0.818
-0.601,0,-0.867
-0.473,0.003,-0.798
-0.595,0.001,-0.886
-0.535,0,-0.829
-0.505,-0.007,-0.84
-0.602,0.007,-0.864
-0.471,-0.008,-0.805
-0.606,0,-0.871
-0.51,0.004,-0.819
-0.563,-0.004,-0.872
-0.56,0.006,-0.841
-0.492,-0.003,-0.821
-0.618,0.006,-0.88
-0.48,0.002,-0.8
-0.57,0.002,-0.871
-0.548,0.003,-0.838
-0.505,0,-0.839
-0.601,0.006,-0.867
-0.481,0.001,-0.806
-0.592,-0.005,-0.884
-0.545,0.01,-0.832
-0.503,-0.003,-0.836
-0.594,0.01,-0.854
-0.476,-0.004,-0.796
-0.616,-0.001,-0.888
-0.501,0.006,-0.813
-0.553,-0.004,-0.875
-0.57,0.004,-0.844
-0.493,-0.005,-0.829
-0.612,0.009,-0.873
-0.466,0.001,-0.802
-0.605,0.001,-0.88
-0.507,0.003,-0.816
-0.553,-0.008,-0.871
-0.566,0.007,-0.842
-0.49,-0.008,-0.825
-0.612,0.004,-0.871
-0.48,-0.003,-0.806
-0.582,0.002,-0.873
-0.548,0.009,-0.838
-0.508,-0.004,-0.841
-0.607,0.007,-0.866
-0.468,-0.002,-0.8
-0.606,0.002,-0.875
-0.496,0.005,-0.811
-0.568,0,-0.875
-0.573,0.003,-0.849
-0.501,-0.012,-0.844
-0.589,0.003,-0.846
-0.47,-0.004,-0.804
-0.621,0.008,-0.878
-0.492,0,-0.805
-0.559,0.001,-0.867
-0.566,0.005,-0.85
-0.497,-0.006,-0.838
-0.606,0.007,-0.863
-0.476,-0.005,-0.803
-0.601,0.002,-0.875
-0.509,0.004,-0.819
-0.555,0,-0.87
-0.572,0.007,-0.847
-0.491,-0.004,-0.83
-0.604,0.006,-0.866
-0.472,-0.003,-0.803
-0.612,0.003,-0.88
-0.496,0,-0.81
-0.564,-0.009,-0.867
-0.553,0.009,-0.837
-0.493,-0.006,-0.821
-0.603,0.003,-0.87
-0.476,0.005,-0.799
-0.592,0.003,-0.883
-0.527,0.001,-0.819
-0.523,-0.004,-0.841
-0.602,0.005,-0.865
-0.477,0,-0.805
-0.602,-0.003,-0.878
-0.515,0.007,-0.823
-0.535,-0.001,-0.867
-0.582,0.009,-0.852
-0.476,-0.002,-0.81
-0.615,0.001,-0.877
-0.487,0.003,-0.809
-0.589,-0.004,-0.88
-0.535,0.003,-0.828
-0.525,-0.011,-0.85
-0.582,0.008,-0.852
-0.481,-0.003,-0.814
-0.618,0.003,-0.881
-0.499,0.001,-0.812
-0.559,-0.001,-0.874
-0.569,0.003,-0.844
-0.492,-0.004,-0.825
-0.6,0.003,-0.869
-0.481,0.002,-0.798
-0.576,-0.001,-0.883
-0.566,0.008,-0.838
-0.482,-0.002,-0.824
-0.605,0.004,-0.868
-0.478,-0.001,-0.803
-0.609,0.002,-0.881
-0.513,0.001,-0.817
-0.545,-0.007,-0.868
-0.58,0.004,-0.854
-0.49,-0.003,-0.815
-0.611,0,-0.883
-0.492,-0.003,-0.8
-0.554,-0.002,-0.868
-0.582,0.008,-0.852
-0.47,-0.008,-0.806
-0.615,0.002,-0.87
-0.482,0.004,-0.802
-0.589,-0.002,-0.887
-0.536,0.002,-0.828
-0.509,-0.006,-0.845
-0.602,0.006,-0.867
-0.473,-0.005,-0.802
-0.604,0,-0.875
-0.512,0.003,-0.817
-0.555,-0.008,-0.877
-0.572,0.007,-0.844
-0.485,-0.01,-0.816
-0.615,0.006,-0.881
-0.476,-0.002,-0.796
-0.567,0.003,-0.866
-0.55,0.008,-0.84
-0.522,-0.004,-0.851
-0.587,0.004,-0.854
-0.474,-0.003,-0.809
-0.619,0.004,-0.878
-0.466,-0.002,-0.797
-0.607,0.002,-0.88
-0.511,0.004,-0.82
-0.556,-0.009,-0.877
-0.562,0.006,-0.84
-0.476,-0.004,-0.815
-0.616,0.006,-0.876
-0.483,-0.001,-0.807
-0.592,-0.001,-0.873
-0.527,0.007,-0.827
-0.534,-0.005,-0.862
-0.587,0.006,-0.852
-0.476,-0.009,-0.811
-0.61,0.008,-0.869
-0.479,0,-0.803
-0.587,0.001,-0.873
-0.546,0.007,-0.836
-0.507,-0.006,-0.849
-0.599,0.006,-0.86
-0.48,-0.003,-0.804
-0.61,0,-0.883
-0.5,0.001,-0.808
-0.553,0,-0.872
-0.571,0.006,-0.854
-0.495,-0.002,-0.835
-0.612,0.011,-0.861
-0.478,0.003,-0.805
-0.607,0.007,-0.878
-0.528,0.006,-0.832
-0.521,-0.011,-0.858
-0.58,0.02,-0.848
-0.478,-0.022,-0.824
-0.599,0.009,-0.856
-0.47,0.008,-0.8
-0.609,0.004,-0.887
-0.53,-0.009,-0.828
-0.52,0.007,-0.854
-0.576,0.008,-0.853
-0.483,-0.009,-0.819
-0.627,0.004,-0.873
-0.476,-0.005,-0.805
-0.6,-0.002,-0.879
-0.504,0.004,-0.817
-0.552,-0.005,-0.865
-0.571,0.01,-0.845
-0.489,-0.003,-0.832
-0.613,0.008,-0.864
-0.472,0,-0.796
-0.599,0.003,-0.881
-0.514,-0.002,-0.818
-0.541,-0.001,-0.866
-0.581,0.011,-0.851
-0.474,-0.003,-0.813
-0.611,0.003,-0.863
-0.498,0,-0.812
-0.582,-0.003,-0.882
-0.546,0.003,-0.835
-0.485,0,-0.817
